ケース番号=No.007;実施開始時間=2021-10-21 13:46:22.357;実施終了時間=2021-10-21 13:46:46.874;実施結果=OK.
======以下はアクション毎の確認ログ。======
【実行結果=OK】【操作(DB準備)】【テーブル：c_screen_field_display,DB状態：6】:開始時間=2021-10-21 13:46:22.359;終了時間=2021-10-21 13:46:22.577
【実行結果=OK】【操作(DB準備)】【テーブル：idempotent_requests,DB状態：1】:開始時間=2021-10-21 13:46:22.577;終了時間=2021-10-21 13:46:22.587
【実行結果=OK】【操作(api)】【/v1/gw-stop-shipment/search】:開始時間=2021-10-21 13:46:22.587;終了時間=2021-10-21 13:46:22.587
【実行結果=OK】【操作(api)】【/internal/v1/product-classification/get-list】:開始時間=2021-10-21 13:46:22.587;終了時間=2021-10-21 13:46:22.588
【実行結果=OK】【操作(api)】【/internal/v1/plant/get-list】:開始時間=2021-10-21 13:46:22.588;終了時間=2021-10-21 13:46:22.588
【実行結果=OK】【操作(api)】【/internal/v1/supplier/get-list】:開始時間=2021-10-21 13:46:22.588;終了時間=2021-10-21 13:46:22.589
【実行結果=OK】【操作(api)】【/internal/v1/brand/get-list】:開始時間=2021-10-21 13:46:22.589;終了時間=2021-10-21 13:46:22.589
【実行結果=OK】【操作(api)】【/internal/v1/reason-type/get-list】:開始時間=2021-10-21 13:46:22.589;終了時間=2021-10-21 13:46:22.589
【実行結果=OK】【操作(api)】【/internal/v1/slip-type/get-list】:開始時間=2021-10-21 13:46:22.589;終了時間=2021-10-21 13:46:22.590
【実行結果=OK】【操作(api)】【/internal/v1/code/search】:開始時間=2021-10-21 13:46:22.590;終了時間=2021-10-21 13:46:22.590
【実行結果=OK】【操作(api)】【登录】:開始時間=2021-10-21 13:46:22.590;終了時間=2021-10-21 13:46:46.870
