ケース番号=No.016;実施開始時間=2021-09-30 16:14:30.931;実施終了時間=2021-09-30 16:14:55.417;実施結果=OK.
======以下はアクション毎の確認ログ。======
【実行結果=OK】【操作(DB準備)】【テーブル：c_screen_field_display,DB状態：1】:開始時間=2021-09-30 16:14:30.936;終了時間=2021-09-30 16:14:31.109
【実行結果=OK】【操作(DB準備)】【テーブル：idempotent_requests,DB状態：1】:開始時間=2021-09-30 16:14:31.109;終了時間=2021-09-30 16:14:31.117
【実行結果=OK】【操作(api)】【/v1/gw-stop-shipment/search】:開始時間=2021-09-30 16:14:31.117;終了時間=2021-09-30 16:14:31.118
【実行結果=OK】【操作(api)】【/internal/v1/product-classification/get-list】:開始時間=2021-09-30 16:14:31.118;終了時間=2021-09-30 16:14:31.118
【実行結果=OK】【操作(api)】【/internal/v1/plant/get-list】:開始時間=2021-09-30 16:14:31.118;終了時間=2021-09-30 16:14:31.119
【実行結果=OK】【操作(api)】【/internal/v1/supplier/get-list】:開始時間=2021-09-30 16:14:31.119;終了時間=2021-09-30 16:14:31.119
【実行結果=OK】【操作(api)】【/internal/v1/brand/get-list】:開始時間=2021-09-30 16:14:31.119;終了時間=2021-09-30 16:14:31.119
【実行結果=OK】【操作(api)】【/internal/v1/reason-type/get-list】:開始時間=2021-09-30 16:14:31.119;終了時間=2021-09-30 16:14:31.120
【実行結果=OK】【操作(api)】【/internal/v1/slip-type/get-list】:開始時間=2021-09-30 16:14:31.120;終了時間=2021-09-30 16:14:31.120
【実行結果=OK】【操作(api)】【/internal/v1/code/search】:開始時間=2021-09-30 16:14:31.120;終了時間=2021-09-30 16:14:31.120
【実行結果=OK】【操作(api)】【登录】:開始時間=2021-09-30 16:14:31.120;終了時間=2021-09-30 16:14:55.412
